"attack_date","session_count","avg_commands","stddev_commands","avg_login_attempts","avg_file_downloads","avg_ssh_injections","vt_flagged_ratio","dshield_flagged_ratio","download_ratio","ssh_injection_ratio","avg_duration_seconds","stddev_duration_seconds","avg_risk_score","max_risk_score"
"2025-10-24","140","0.83571428571428571429","4.0136649935401920","0.43571428571428571429","0.05714285714285714286","0.03571428571428571429","0","0","0.03571428571428571","0.03571428571428571","11.4611024571428571","15.6353329546274108","4.2857142857142857",100
"2025-10-23","123","0.35772357723577235772","2.7938165954238634","0.60975609756097560976","0.01626016260162601626","0.01626016260162601626","0","0","0.016260162601626018","0.016260162601626018","8.9255778943089431","14.3405709068284466","1.6260162601626016",100
"2025-10-22","293","0.53583617747440273038","3.3335538443745351","0.56655290102389078498","0.03071672354948805461","0.02389078498293515358","0","0","0.027303754266211604","0.023890784982935155","9.8588929283276451","17.8095054650071799","2.7303754266211604",100
"2025-10-21","1","0.00000000000000000000",NULL,"1.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","0","0","0","120.0011190000000000",NULL,"0.00000000000000000000",0
"2025-10-20","590","0.62033898305084745763","3.5250632891050209","0.92881355932203389831","0.05932203389830508475","0.03050847457627118644","0","0","0.03220338983050847","0.030508474576271188","4.8183300610169492","14.0313427701663074","3.4576271186440678",100
"2025-10-19","75","1.0533333333333333","4.5586073422593551","0.70666666666666666667","0.04000000000000000000","0.04000000000000000000","0","0","0.04","0.04","11.8972022400000000","20.9153030273830361","5.3333333333333333",100
"2025-10-18","449","1.0400890868596882","4.5931039138554646","0.71269487750556792873","0.06458797327394209354","0.04899777282850779510","0","0","0.04899777282850779","0.04899777282850779","21.6122588106904232","39.8403204812228077","4.8106904231625835",100
"2025-10-17","984","0.83739837398373983740","4.0962459229245117","0.91971544715447154472","0.05386178861788617886","0.04369918699186991870","0","0","0.04573170731707317","0.04369918699186992","10.9012023831300813","28.9661456084606350","4.3902439024390244",100
"2025-10-16","2290","0.93231441048034934498","4.2175706824157391","0.90262008733624454148","0.07467248908296943231","0.05676855895196506550","0","0","0.058078602620087336","0.056768558951965066","8.0678448864628821","23.0389454556640293","5.3362445414847162",100
"2025-10-15","515","1.4000000000000000","5.2069244527656956","0.73786407766990291262","0.10485436893203883495","0.06601941747572815534","0","0","0.06601941747572816","0.06601941747572816","10.7755715922330097","25.3627054522171598","6.7961165048543689",100
"2025-10-14","875","1.0342857142857143","4.5332450362853993","0.80571428571428571429","0.06514285714285714286","0.04914285714285714286","0","0","0.04914285714285714","0.04914285714285714","11.5747015737142857","27.6383128270439671","5.0285714285714286",100
"2025-10-13","7548","0.45747217806041335453","3.0106332595398235","0.87533121356650768415","0.03444621091679915209","0.02662957074721780604","0","0","0.026894541600423955","0.026629570747217807","11.7343274005034446","29.3237324107796314","2.5251722310545840",100
"2025-10-12","8304","0.27396435452793834297","2.3593707350435318","0.78299614643545279383","0.01782273603082851638","0.07105009633911368015","0","0","0.014571290944123315","0.014210019267822735","13.5557723699421965","31.8453407199716040","1.4222061657032755",100
"2025-10-11","8329","0.47220554688437987754","3.1047168954629456","0.83647496698283107216","0.03109617000840437027","0.11646055949093528635","0","0","0.023772361628046586","0.023292111898187057","16.4059217197742826","34.5508179930973255","2.3364149357665986",100
"2025-10-10","10010","0.47552447552447552448","3.1491149736148106","0.86073926073926073926","0.02717282717282717283","0.10839160839160839161","0","0","0.02177822177822178","0.021678321678321677","12.0278651102897103","29.0221023257146488","2.2517482517482517",100
"2025-10-09","7042","0.38525986935529679068","2.8478879611546770","0.81525134904856574837","0.01917069014484521443","0.09514342516330587901","0","0","0.019028685032661176","0.019028685032661176","14.5463840962794661","31.9053229338737532","1.9057086055097984",100
"2025-10-08","9734","0.47780973905896856380","3.1611842858236416","0.85319498664475035956","0.02352578590507499486","0.11506061228682966920","0","0.10735566057119375","0.023525785905074995","0.023012122457365933","13.6769344250051366","31.8731171607785144","2.3197041298541196",100
"2025-10-07","8180","0.39755501222493887531","2.8810028493229797","0.85831295843520782396","0.02029339853300733496","0.10085574572127139364","0","0.10794621026894866","0.020171149144254278","0.020171149144254278","14.5151956081907090","33.6367120600655261","2.0036674816625917",100
"2025-10-06","7270","0.40041265474552957359","2.9025868027469051","0.83892709766162310867","0.01843191196698762036","0.08940852819807427785","0","0.15240715268225585","0.01843191196698762","0.017881705639614855","14.0832612202200825","31.9074732665644967","1.9449793672627235",100
"2025-10-05","7958","0.51306861020356873586","3.2156409894525670","0.81666247800955013823","0.03581301834631817039","0.13194269917064589093","0","0.13194269917064588","0.026765518974616737","0.026388539834129178","14.4795813234481025","32.6951215302023229","2.6413671776828349",100
"2025-10-04","1174","0.29131175468483816014","2.3208847160545272","0.52725724020442930153","0.01618398637137989779","0.07240204429301533220","0","0.02129471890971039","0.014480408858603067","0.014480408858603067","16.8913498586030664","23.2520432378132306","1.9420783645655877",100
"2025-10-03","4358","0.11289582377237264800","1.4644792224073981","0.88572739788893988068","0.01009637448370812299","0.04015603487838458008","0","0.013538320330426802","0.008260670032124828","0.008031206975676917","6.2810433898577329","14.4698540050475227","0.71133547498852684718",100
"2025-10-02","803","0.49315068493150684932","3.0142455474642215","0.55915317559153175592","0.04109589041095890411","0.18057285180572851806","0","0.047322540473225407","0.037359900373599","0.0361145703611457","13.2613915056039851","21.1119288047298412","3.3125778331257783",100
"2025-10-01","1101","1.1852861035422343","4.8172230434025505","0.72661217075386012716","0.08446866485013623978","0.22706630336058128974","0","0.03360581289736603","0.05631244323342416","0.055404178019981834","7.4631184105358765","15.9247357283204047","5.7947320617620345",100
"2025-09-30","907","0.92613009922822491731","4.2680664848944598","0.67475192943770672547","0.05843439911797133407","0.18522601984564498346","0","0.020948180815876516","0.047409040793825796","0.04630650496141125","9.2949921742006615","16.8479258077275256","4.7409040793825799",100
"2025-09-29","494","0.55060728744939271255","3.2088350453874414","0.48178137651821862348","0.04655870445344129555","0.10526315789473684211","0","0.016194331983805668","0.03441295546558704","0.02631578947368421","12.8826047145748988","21.2166095664780147","3.2793522267206478",100
"2025-09-28","753","1.0199203187250996","4.4289156847448137","0.76361221779548472776","0.07569721115537848606","0.19123505976095617530","0","0.0199203187250996","0.04780876494023904","0.04780876494023904","8.8383816759628154","19.1864616793080246","5.1792828685258964",100
"2025-09-27","345","0.71304347826086956522","3.7231954050609453","0.51884057971014492754","0.03768115942028985507","0.11594202898550724638","0","0.05507246376811594","0.028985507246376812","0.028985507246376812","13.4124810753623188","22.7796512252832631","3.8840579710144928",100
"2025-09-26","698","1.0386819484240688","4.5450014461460783","0.67621776504297994269","0.06733524355300859599","0.19484240687679083095","0","0.03008595988538682","0.050143266475644696","0.04871060171919771","10.3334412664756447","22.3092314043749891","5.1289398280802292",100
"2025-09-25","870","1.0149425287356322","4.5185725603208229","0.68505747126436781609","0.05632183908045977011","0.18390804597701149425","0","0.03103448275862069","0.04597701149425287","0.04597701149425287","12.2657790011494253","25.3160178027972722","4.8505747126436782",100
"2025-09-24","958","0.93736951983298538622","4.2704107182322490","0.71920668058455114823","0.06367432150313152401","0.16701461377870563674","0","0.024008350730688934","0.04384133611691023","0.04175365344467641","8.8856213277661795","18.1548564501266136","4.6137787056367432",100
"2025-09-23","613","0.82381729200652528548","3.9973382212982844","0.66557911908646003263","0.04893964110929853181","0.13703099510603588907","0","0.05872756933115824","0.03588907014681892","0.03425774877650897","10.8877118548123980","21.2009924101861953","4.3719412724306688",100
"2025-09-22","767","0.77835723598435462842","3.9869763061030771","0.72881355932203389831","0.04172099087353324641","0.14080834419817470665","0","0.035202086049543675","0.03780964797913951","0.035202086049543675","9.3066018318122555","21.0788565689923272","3.8331160365058670",100
"2025-09-21","991","0.41675075681130171544","2.9639043894387476","0.69323915237134207871","0.02320887991927346115","0.07669021190716448032","0","0.01917255297679112","0.01917255297679112","0.01917255297679112","8.9378590938446014","17.3249154776132018","1.9576185671039354",100
"2025-09-20","9627","0.36501506180533915031","2.7084476098898380","0.90360444582943803885","0.02991586163913991898","0.07146566947127869534","0","0.010179702918874","0.01828191544614106","0.017866417367819673","10.5042651407499740","26.8292158172419650","1.8572764100966033",100
"2025-09-19","10028","0.46080973274830474671","2.9568823629904329","0.86806940566414040686","0.04457518946948544077","0.10530514559234144396","0","0.01824890307140008","0.02662544874351815","0.02632628639808536","11.9835824959114479","28.3357009400026077","2.5947347427203829",100
"2025-09-18","9839","0.49710336416302469763","3.0952827503349523","0.88464274824677304604","0.04695599146254700681","0.10976725276959040553","0","0.01981908730562049","0.02805163126333977","0.0274418131923976","11.0580017705051326","27.2035099710883100","2.6913304197581055",100
"2025-09-17","10643","0.54871746687963919947","3.2755076529673833","0.89082025744620877572","0.04932819693695386639","0.10598515456168373579","0","0.012308559616649442","0.026966080992201446","0.026496288640420935","8.8903213958470356","22.9419381542225082","2.7755332143192709",100
"2025-09-16","11775","0.76484076433121019108","3.8079405748348872","0.87787685774946921444","0.07685774946921443737","0.16781316348195329087","0","0.009002123142250532","0.042123142250530786","0.041953290870488325","11.7368407161783439","28.3896742891258998","4.0832271762208068",100
"2025-09-15","10362","0.58965450685195908126","3.3775862802461679","0.87039181625168886315","0.05404362092260181432","0.07981084732677089365","0","0.016309592742713763","0.031171588496429262","0.030592549700829957","12.0773588650839606","28.7189116446281378","3.1113684616869330",100
"2025-09-14","10588","0.51038911975821684926","3.1473953961961698","0.86654703437854174537","0.04514544767661503589","0.05213449187759727994","0","0.020022667170381564","0.02691726482810729","0.02606724593879864","11.9166430097279940","28.3258211523282471","2.6964488099735550",100
"2025-09-13","9088","0.49240757042253521127","3.0953355629763149","0.89645686619718309859","0.04500440140845070423","0.05413732394366197183","0","0.01738556338028169","0.027288732394366196","0.027068661971830985","11.6105706606514085","27.6341939344462576","2.6584507042253521",100
"2025-09-12","15221","0.40181328427829971750","2.8375475469205939","0.92096445700019709612","0.03153537875303856514","0.04217856908218908088","0","0.00637277445634321","0.021483476775507524","0.02108928454109454","8.4375657836541620","22.8648063877136790","2.0944747388476447",100
"2025-09-11","13491","0.41264546734860277222","2.8974798318670619","0.89200207545771254911","0.02905640797568749537","0.04106441331257875621","0","0.007857089911793047","0.02075457712549107","0.020532206656289378","9.9653432916018086","26.3504790181102961","2.0643391890890223",100
"2025-09-10","12804","0.41986879100281162137","2.9195356853888453","0.90987191502655420181","0.02866291783817557013","0.04061230865354576695","0","0.007341455795064043","0.020618556701030927","0.020228053733208372","16.8783006358169322","32.9555003985373288","2.0805998125585754",100
"2025-09-09","12497","0.49299831959670320877","3.1701083350622431","0.81651596383131951668","0.03480835400496119069","0.04641113867328158758","0","0.011922861486756822","0.023605665359686324","0.023205569336640794","12.3618617284148196","29.6518330710852607","2.4149795951028247",100
"2025-09-08","11756","0.49566178972439605308","3.1683888826263869","0.81286151752296699558","0.03445049336509016672","0.04661449472609731201","0","0.015906771010547806","0.023732562095951003","0.023307247363048657","9.2875585260292617","24.4046283660701548","2.5314732902347737",100
"2025-09-07","1028","0.78793774319066147860","3.9828955656250052","0.77723735408560311284","0.04863813229571984436","0.07198443579766536965","0","0.026264591439688716","0.037937743190661476","0.03599221789883268","7.3260493978599222","15.6874339844722246","3.9494163424124514",100
"2025-09-06","1109","0.70423805229936880072","3.8042098665324601","0.89540126239855725879","0.04238052299368800721","0.06311992786293958521","0","0.025247971145175834","0.032461677186654644","0.031559963931469794","8.6800534706943192","18.1343400353189710","3.3183047790802525",100
"2025-09-05","1956","0.27760736196319018405","2.3590993992792650","0.87014314928425357873","0.01942740286298568507","0.02453987730061349693","0","0.013803680981595092","0.014314928425357873","0.012269938650306749","5.6771393696319018","13.7116332558214917","1.5286298568507157",100
"2025-09-04","1557","0.82337829158638407193","4.0734286189262370","0.76107899807321772640","0.05716120745022479127","0.07707129094412331407","0","0.01798330122029544","0.03917790622992935","0.038535645472061654","10.2778980905587669","22.3374527982583370","4.0077071290944123",100
"2025-09-03","635","0.56377952755905511811","3.3037992968076204","0.54488188976377952756","0.04566929133858267717","0.05039370078740157480","0","0.09921259842519685","0.029921259842519685","0.025196850393700787","13.1200169448818898","24.6375495926744649","3.1496062992125984",100
"2025-09-02","1045","0.69665071770334928230","3.6631171792451834","0.76842105263157894737","0.04593301435406698565","0.07464114832535885167","0","0.04688995215311005","0.04019138755980861","0.03732057416267943","10.8536511722488038","23.4029614681234830","3.9234449760765550",100
"2025-09-01","828","0.60990338164251207729","3.4722946969169601","0.71739130434782608696","0.03864734299516908213","0.05314009661835748792","0","0.050724637681159424","0.027777777777777776","0.026570048309178744","10.5378388514492754","20.3714554808151791","3.1763285024154589",100
"2025-08-31","667","0.73163418290854572714","3.8890318006487684","0.68815592203898050975","0.04047976011994002999","0.06596701649175412294","0","0.025487256371814093","0.035982008995502246","0.03298350824587706","11.4367924572713643","23.3089604214999473","3.6581709145427286",100
"2025-08-30","427","1.1007025761124122","4.6250668791579100","0.66276346604215456674","0.07259953161592505855","0.09836065573770491803","0","0.0234192037470726","0.04918032786885246","0.04918032786885246","13.7904346557377049","25.7202052731778968","5.4332552693208431",100
"2025-08-29","553","0.52260397830018083183","3.1947555105564058","0.63291139240506329114","0.04882459312839059675","0.05063291139240506329","0","0.04159132007233273","0.027124773960216998","0.02531645569620253","13.6973004737793852","26.3360951805111440","2.6582278481012658",100
"2025-08-28","541","0.35859519408502772643","2.6255272953106591","0.49353049907578558226","0.02957486136783733826","0.02957486136783733826","0","0.03512014787430684","0.02033271719038817","0.014787430683918669","18.3325494473197782","26.4444726234114413","1.9963031423290203",100
"2025-08-27","1010","1.0029702970297030","4.3450062571573225","0.61188118811881188119","0.09504950495049504950","0.09900990099009900990","0","0.01287128712871287","0.04950495049504951","0.04950495049504951","15.0605231425742574","22.6260185365583460","5.2673267326732673",100
"2025-08-26","857","0.74679113185530921820","3.6926381793842865","0.59276546091015169195","0.07117852975495915986","0.06767794632438739790","0","0.039673278879813305","0.03733955659276546","0.0338389731621937","17.3612713582263711","23.9103413339818242","4.1423570595099183",100
"2025-08-25","842","0.70427553444180522565","3.6774475147354286","0.70902612826603325416","0.06413301662707838480","0.06650831353919239905","0","0.023752969121140142","0.0344418052256532","0.0332541567695962","10.4737984655581948","19.8631889078967406","3.5748218527315914",100
"2025-08-24","503","0.85685884691848906561","4.0168206682440941","0.60238568588469184891","0.07355864811133200795","0.07554671968190854871","0","0.03578528827037773","0.039761431411530816","0.03777335984095427","14.5971210874751491","24.3795052321676226","4.5328031809145129",100
"2025-08-23","1060","1.0547169811320755","4.4718008927980464","0.80849056603773584906","0.09339622641509433962","0.10188679245283018868","0","0.014150943396226415","0.0509433962264151","0.0509433962264151","9.5913307632075472","20.4572860415454086","5.3018867924528302",100
"2025-08-22","1920","1.0005208333333333","4.3550716440834677","0.84270833333333333333","0.09322916666666666667","0.09687500000000000000","0","0.027083333333333334","0.04895833333333333","0.0484375","9.0237595588541667","21.9088166984830762","5.1145833333333333",100
"2025-08-21","350","1.0114285714285714","4.3526345760657414","0.54000000000000000000","0.09714285714285714286","0.09714285714285714286","0","0.017142857142857144","0.04857142857142857","0.04857142857142857","17.7127408542857143","19.9190793988447336","5.2571428571428571",100
"2025-08-20","166","0.48192771084337349398","3.0762489783112141","0.87349397590361445783","0.04819277108433734940","0.04819277108433734940","0","0.030120481927710843","0.024096385542168676","0.024096385542168676","6.8419071566265060","18.8385494799814998","2.4096385542168675",100
"2025-08-19","489","0.74028629856850715746","3.7917123710469404","0.87116564417177914110","0.07157464212678936605","0.07361963190184049080","0","0.006134969325153374","0.03680981595092025","0.03680981595092025","7.5864870490797546","18.6304378309452813","3.6809815950920245",100
"2025-08-16","322","1.0683229813664596","4.4799647078083695","0.93167701863354037267","0.11180124223602484472","0.11180124223602484472","0","0.015527950310559006","0.059006211180124224","0.055900621118012424","6.1820851211180124","14.6744130682132427","5.7763975155279503",100
"2025-08-15","264","1.0833333333333333","4.5905203473646726","0.94696969696969696970","0.09469696969696969697","0.10606060606060606061","0","0","0.05303030303030303","0.05303030303030303","4.2965320151515152","6.4860221176137587","5.3030303030303030",100
"2025-08-14","58","1.1034482758620690","4.7708532289691533","0.82758620689655172414","0.06896551724137931034","0.10344827586206896552","0","0.034482758620689655","0.05172413793103448","0.05172413793103448","5.5704579655172414","9.7929654346905528","5.1724137931034483",100
"2025-08-13","1144","0.77360139860139860140","3.8466177167059027","0.81381118881118881119","0.07779720279720279720","0.08041958041958041958","0","0.01486013986013986","0.04108391608391608","0.04020979020979021","6.8936331101398601","14.8504066595598999","3.9860139860139860",100
"2025-08-12","2809","0.66785332858668565326","3.6011585641458307","0.88679245283018867925","0.06336774652901388394","0.06550373798504805981","0","0.006051975792096832","0.03346386614453542","0.03275186899252403","5.5396937707369171","11.7195783814830146","3.3748665005339979",100
"2025-08-11","2113","0.83719829626123994321","4.0033127980287441","0.86038807382867960246","0.08140085186938002840","0.08424041646947468055","0","0.013251301467108376","0.04259346900141978","0.04212020823473734","7.2068484761003313","17.0452499681605256","4.2877425461429248",100
"2025-08-10","1103","0.65276518585675430644","3.5312975906155828","0.88757932910244786945","0.05621033544877606528","0.05983680870353581142","0","0.012692656391659111","0.029918404351767906","0.029918404351767906","7.5951714043517679","15.5930148234335746","3.3544877606527652",100
"2025-08-09","1703","0.71990604815032295948","3.7186128834959177","0.81620669406928948914","0.06752789195537287140","0.07046388725778038755","0","0.009395184967704051","0.03523194362889019","0.03523194362889019","7.0934155149735760","14.4286495206287478","3.6171462125660599",100
"2025-08-08","1761","0.66666666666666666667","3.5952409621272363","0.86371379897785349233","0.06076093128904031800","0.06360022714366837024","0","0.009653605905735378","0.033503691084611015","0.03180011357183418","6.0818825848949461","14.9316648159676933","3.3503691084611016",100
"2025-08-07","1790","0.73351955307262569832","3.7629514618449478","0.88212290502793296089","0.06648044692737430168","0.07039106145251396648","0","0.012849162011173185","0.03519553072625698","0.03519553072625698","5.8851739156424581","13.5267583275223679","3.6871508379888268",100
"2025-08-06","2152","0.87546468401486988848","4.0855919541327868","0.92146840148698884758","0.07853159851301115242","0.08364312267657992565","0","0.0055762081784386614","0.04228624535315985","0.041821561338289966","4.8018997890334572","11.2595925762158782","4.4423791821561338",100
"2025-08-05","1924","0.87681912681912681913","4.0977275219349261","0.88617463617463617464","0.08056133056133056133","0.08627858627858627859","0","0.009875259875259876","0.04365904365904366","0.04313929313929314","6.2204989324324324","16.7248135769270362","4.4490644490644491",100
"2025-08-04","1901","0.91057338243029984219","4.1658257205765879","0.86270384008416622830","0.08153603366649132036","0.09889531825355076276","0","0.011572856391372961","0.04944765912677538","0.04944765912677538","5.8576454339821147","12.9803677108063958","4.8500789058390321",100
"2025-08-03","1846","1.0834236186348862","4.5542292660165735","0.83694474539544962080","0.09425785482123510293","0.10509209100758396533","0","0.024918743228602384","0.05308775731310943","0.05254604550379198","6.9523606868905742","15.9203814540320654","5.4387865655471289",100
"2025-08-02","2125","0.86541176470588235294","4.1082061419388130","0.90494117647058823529","0.07717647058823529412","0.08564705882352941176","0","0.0075294117647058826","0.042823529411764705","0.042823529411764705","4.9730343289411765","11.7751084996380525","4.3011764705882353",100
"2025-08-01","1597","1.0288040075140889","4.4118116562257043","0.86098935504070131497","0.10206637445209768316","0.10394489668127739512","0","0.0068879148403256105","0.052598622417031934","0.051972448340638695","6.5683849668127740","14.9250891447411650","5.2097683155917345",100
"2025-07-31","2443","0.72943102742529676627","3.6651486271503949","0.88374948833401555465","0.07327056897257470323","0.10397052803929594761","0","0.007367990176013099","0.052394596807204256","0.051985264019647974","6.1982436606631191","15.7860573934468673","4.5026606631191158",100
"2025-07-30","2587","1.0908388094317743","4.5596354754413367","1.0587553150367221","0.10204870506378044066","0.11055276381909547739","0","0.0030923850019327404","0.05527638190954774","0.05527638190954774","5.4150007603401624","9.8819907773638802","5.4889833784306146",100
"2025-07-27","287","1.8188153310104530","5.7738796925066219","0.84320557491289198606","0.17770034843205574913","0.18118466898954703833","0","0.013937282229965157","0.09059233449477352","0.09059233449477352","7.3880099825783972","15.5736101118092845","9.0592334494773519",100
"2025-07-26","613","1.0440456769983687","4.6109791480544082","0.93964110929853181077","0.06525285481239804241","0.09787928221859706362","0","0.0032626427406199023","0.048939641109298535","0.048939641109298535","5.1381227911908646","12.1031697669637194","4.8939641109298532",100
"2025-07-20","2315","0.75809935205183585313","3.7650611198825991","0.91058315334773218143","0.07429805615550755940","0.08293736501079913607","0","0.009935205183585313","0.04146868250539957","0.04146868250539957","5.5253112280777538","14.2307931362890625","4.1468682505399568",100
"2025-07-19","2296","0.82578397212543554007","3.8917998585400737","0.90853658536585365854","0.08362369337979094077","0.10801393728222996516","0","0.007404181184668989","0.05444250871080139","0.05400696864111498","5.3912272382404181","13.0937252633660576","4.8954703832752613",100
"2025-07-18","2416","1.2218543046357616","4.8000640994993362","0.91970198675496688742","0.11796357615894039735","0.12168874172185430464","0","0.005794701986754967","0.06084437086092715","0.06084437086092715","6.5442030736754967","15.6091533021953647","6.1092715231788079",100
"2025-07-17","1748","0.90961098398169336384","4.1513798325039053","0.86956521739130434783","0.08180778032036613272","0.08581235697940503432","0","0.011441647597254004","0.04290617848970252","0.04290617848970252","6.4431059696796339","14.6315829503698354","4.6109839816933638",100
"2025-07-16","2033","0.81062469257255287752","3.9562127525980084","0.84112149532710280374","0.07575012297097884899","0.07968519429414658141","0","0.023118544023610427","0.04082636497786522","0.03984259714707329","6.3998430034431874","14.1961812358191604","4.0629611411706837",100
"2025-07-15","1536","0.92122395833333333333","4.2579275057558847","0.89388020833333333333","0.07486979166666666667","0.08854166666666666667","0","0.005208333333333333","0.044270833333333336","0.044270833333333336","5.8828870305989583","14.1060053542980639","4.4921875000000000",100
"2025-07-10","757","0.23645970937912813738","1.9247324118356855","0.98150594451783355350","0.03566710700132100396","0.02642007926023778071","0","0","0.026420079260237782","0.026420079260237782","6.2765279379128137","11.8049743505556676","2.0211360634081902",100
"2025-07-09","21070","0.55690555291884195539","3.2850213165474104","0.89140958709065021357","0.05177978168011390603","0.02895111532985287138","0","0.0049833887043189366","0.02895111532985287","0.02838158519221642","7.4660993367821547","20.7987350006367083","2.9705742762221168",100
"2025-07-07","33","1.3636363636363636","5.0979050955893994","0.63636363636363636364","0.09090909090909090909","0.12121212121212121212","0","0","0.06060606060606061","0.06060606060606061","15.9852029090909091","23.5887413135395396","9.0909090909090909",100
"2025-07-05","846","0.42907801418439716312","2.8495291173027674","0.53427895981087470449","0.03900709219858156028","0.04491725768321513002","0","0.07328605200945626","0.024822695035460994","0.022458628841607566","11.0773409751773050","17.1196208239610018","2.4822695035460993",100
"2025-07-04","877","0.36830102622576966933","2.5991829521733957","0.56898517673888255416","0.03876852907639680730","0.05245153933865450399","0","0.02394526795895097","0.027366020524515394","0.026225769669327253","10.5156856670467503","15.0761563939560340","2.4629418472063854",100
"2025-07-03","921","0.30184581976112920738","2.4348214071874486","0.54505971769815418024","0.02714440825190010858","0.02823018458197611292","0","0.10314875135722042","0.01520086862106406","0.014115092290988056","8.4285443745928339","11.5244208318007976","1.5200868621064061",100
"2025-07-02","707","0.50070721357850070721","3.1059546315684472","0.54596888260254596888","0.03394625176803394625","0.04243281471004243281","0","0.13012729844413012","0.021216407355021217","0.021216407355021217","10.6580512390381895","17.1111266549299361","2.6308345120226308",100
"2025-07-01","1908","0.41037735849056603774","2.8118479693575582","0.75209643605870020964","0.03878406708595387841","0.04088050314465408805","0","0.023060796645702306","0.02148846960167715","0.020440251572327043","8.8305982693920335","18.2648182381422951","2.2169811320754717",100
"2025-06-30","849","0.30859835100117785630","2.2853995233167707","0.60659599528857479388","0.03651354534746760895","0.05182567726737338045","0","0.007067137809187279","0.028268551236749116","0.02591283863368669","11.3036715441696113","16.3253055256410148","2.3792697290930506",100
"2025-06-29","845","0.60473372781065088757","3.4620455739045907","0.68520710059171597633","0.03905325443786982249","0.05207100591715976331","0","0.046153846153846156","0.027218934911242602","0.02603550295857988","7.2715337763313609","10.8832437717444007","3.1479289940828402",100
